image_id,gt_verb,gt_object,gt_verb_synset,gt_object_synset,pred_verb_synset,pred_object_synset,category,similarity_level,bin
1926,sit_at,dining_table,sit.v.01,dining_table.n.01,lounge.v.01,dining_table.n.01,2,3,"(2, 3)"
11828,sit_on,motorcycle,sit.v.01,motorcycle.n.01,lounge.v.01,motorcycle.n.01,2,3,"(2, 3)"
31563,sit_on,motorcycle,sit.v.01,motorcycle.n.01,lounge.v.01,motorcycle.n.01,2,3,"(2, 3)"
23094,zip,suitcase,zip_up.v.01,bag.n.06,velcro.v.01,bag.n.06,2,3,"(2, 3)"
26003,hop_on,horse,hop_on.v.01,horse.n.01,remount.v.01,horse.n.01,2,3,"(2, 3)"
6058,open,book,open.v.01,book.n.01,reopen.v.01,book.n.01,2,3,"(2, 3)"
33648,hold,suitcase,hold.v.02,bag.n.06,clasp.v.01,bag.n.06,2,3,"(2, 3)"
17782,assemble,kite,assemble.v.01,kite.n.03,construct.v.01,kite.n.03,2,3,"(2, 3)"
4202,carry,umbrella,transport.v.02,umbrella.n.01,haul.v.02,umbrella.n.01,2,3,"(2, 3)"
26478,hose,elephant,hose.v.01,elephant.n.01,drench.v.04,elephant.n.01,2,3,"(2, 3)"
10050,lie_on,couch,lie.v.02,sofa.n.01,recumb.v.01,sofa.n.01,2,3,"(2, 3)"
8984,jump,skateboard,jump.v.01,skateboard.n.01,hop.v.01,skateboard.n.01,2,3,"(2, 3)"
1298,brush_with,toothbrush,brush.v.01,toothbrush.n.01,stroke.v.01,toothbrush.n.01,2,3,"(2, 3)"
17508,hold,person,hold.v.02,person.n.01,cradle.v.01,person.n.01,2,3,"(2, 3)"
33552,race,motorcycle,race.v.04,motorcycle.n.01,hare.v.01,motorcycle.n.01,2,3,"(2, 3)"
35773,lie_on,surfboard,lie.v.02,surfboard.n.01,recumb.v.01,surfboard.n.01,2,3,"(2, 3)"
18558,inspect,banana,inspect.v.01,banana.n.02,peruse.v.01,banana.n.02,2,3,"(2, 3)"
1910,park,bicycle,park.v.02,bicycle.n.01,parallel-park.v.01,bicycle.n.01,2,3,"(2, 3)"
26806,carry,kite,transport.v.02,kite.n.03,porter.v.01,kite.n.03,2,3,"(2, 3)"
10725,adjust,snowboard,adjust.v.01,snowboard.n.01,correct.v.01,snowboard.n.01,2,3,"(2, 3)"
30350,hug,elephant,embrace.v.02,elephant.n.01,clinch.v.04,elephant.n.01,2,3,"(2, 3)"
20747,spin,frisbee,whirl.v.02,frisbee.n.01,rotate.v.04,frisbee.n.01,2,3,"(2, 3)"
31531,pick,banana,pick.v.01,banana.n.02,cream_off.v.02,banana.n.02,2,3,"(2, 3)"
37092,throw,baseball_bat,throw.v.01,baseball_bat.n.01,pass.v.20,baseball_bat.n.01,2,3,"(2, 3)"
8707,chase,dog,chase.v.01,dog.n.01,run_down.v.07,dog.n.01,2,3,"(2, 3)"
28472,lose,umbrella,lose.v.01,umbrella.n.01,misplace.v.01,umbrella.n.01,2,3,"(2, 3)"
35967,load,airplane,load.v.01,airplane.n.01,freight.v.02,airplane.n.01,2,3,"(2, 3)"
27362,ride,boat,ride.v.01,boat.n.01,jockey.v.03,boat.n.01,2,3,"(2, 3)"
22232,hold,bicycle,hold.v.02,bicycle.n.01,cling_to.v.01,bicycle.n.01,2,3,"(2, 3)"
36326,drive,car,drive.v.01,car.n.01,helm.v.01,car.n.01,2,3,"(2, 3)"
11705,race,motorcycle,race.v.04,motorcycle.n.01,career.v.01,motorcycle.n.01,2,3,"(2, 3)"
35622,ride,bus,ride.v.01,bus.n.01,ride_horseback.v.01,bus.n.01,2,3,"(2, 3)"
37383,buy,donut,buy.v.01,doughnut.n.02,get.v.22,doughnut.n.02,2,4,"(2, 4)"
10154,tie,boat,tie.v.01,boat.n.01,bind.v.03,boat.n.01,2,4,"(2, 4)"
29181,kick,sports_ball,kick.v.01,ball.n.01,boot.v.01,ball.n.01,2,4,"(2, 4)"
32624,tie,boat,tie.v.01,boat.n.01,bind.v.03,boat.n.01,2,4,"(2, 4)"
16885,sign,baseball_bat,sign.v.01,baseball_bat.n.01,autograph.v.01,baseball_bat.n.01,2,4,"(2, 4)"
25027,stick,knife,stick.v.13,knife.n.01,stick.v.12,knife.n.01,2,4,"(2, 4)"
1494,buy,pizza,buy.v.01,pizza.n.01,get.v.22,pizza.n.01,2,4,"(2, 4)"
24631,inspect,airplane,inspect.v.01,airplane.n.01,examine.v.02,airplane.n.01,2,4,"(2, 4)"
31173,board,boat,board.v.01,boat.n.01,embark.v.01,boat.n.01,2,4,"(2, 4)"
11761,inspect,cup,inspect.v.01,cup.n.01,examine.v.02,cup.n.01,2,4,"(2, 4)"
24524,inspect,bicycle,inspect.v.01,bicycle.n.01,examine.v.02,bicycle.n.01,2,4,"(2, 4)"
17514,inspect,skis,inspect.v.01,ski.n.01,examine.v.02,ski.n.01,2,4,"(2, 4)"
19573,board,boat,board.v.01,boat.n.01,embark.v.01,boat.n.01,2,4,"(2, 4)"
17275,inspect,bench,inspect.v.01,bench.n.01,examine.v.02,bench.n.01,2,4,"(2, 4)"
22952,buy,banana,buy.v.01,banana.n.02,get.v.22,banana.n.02,2,4,"(2, 4)"
31140,inspect,bottle,inspect.v.01,bottle.n.01,examine.v.02,bottle.n.01,2,4,"(2, 4)"
16849,inspect,backpack,inspect.v.01,backpack.n.01,examine.v.02,backpack.n.01,2,4,"(2, 4)"
17670,light,cake,ignite.v.01,cake.n.03,light_up.v.04,cake.n.03,2,4,"(2, 4)"
29757,inspect,bicycle,inspect.v.01,bicycle.n.01,examine.v.02,bicycle.n.01,2,4,"(2, 4)"
37822,inspect,sports_ball,inspect.v.01,ball.n.01,examine.v.02,ball.n.01,2,4,"(2, 4)"
1525,inspect,sports_ball,inspect.v.01,ball.n.01,examine.v.02,ball.n.01,2,4,"(2, 4)"
34591,wave,bus,beckon.v.01,bus.n.01,beckon.v.03,bus.n.01,2,4,"(2, 4)"
15308,inspect,bicycle,inspect.v.01,bicycle.n.01,examine.v.02,bicycle.n.01,2,4,"(2, 4)"
18022,board,bus,board.v.01,bus.n.01,embark.v.01,bus.n.01,2,4,"(2, 4)"
13373,inspect,kite,inspect.v.01,kite.n.03,examine.v.02,kite.n.03,2,4,"(2, 4)"
37990,inspect,tie,inspect.v.01,necktie.n.01,examine.v.02,necktie.n.01,2,4,"(2, 4)"
32182,pull,kite,pull.v.01,kite.n.03,pull.v.04,kite.n.03,2,4,"(2, 4)"
16154,inspect,bicycle,inspect.v.01,bicycle.n.01,examine.v.02,bicycle.n.01,2,4,"(2, 4)"
9397,inspect,kite,inspect.v.01,kite.n.03,examine.v.02,kite.n.03,2,4,"(2, 4)"
20137,inspect,car,inspect.v.01,car.n.01,examine.v.02,car.n.01,2,4,"(2, 4)"
28912,inspect,motorcycle,inspect.v.01,motorcycle.n.01,examine.v.02,motorcycle.n.01,2,4,"(2, 4)"
6860,hold,bottle,hold.v.02,bottle.n.01,anchor.v.01,tankard.n.01,3,1,"(3, 1)"
11427,type_on,keyboard,type.v.01,keyboard.n.01,italicize.v.01,stenograph.n.02,3,1,"(3, 1)"
14372,sit_on,bench,sit.v.01,bench.n.01,genuflect.v.01,chaise_longue.n.01,3,1,"(3, 1)"
33331,wash,car,wash.v.03,car.n.01,dip.v.10,bicycle.n.01,3,1,"(3, 1)"
1672,hold,umbrella,hold.v.02,umbrella.n.01,shape.v.03,blind.n.03,3,1,"(3, 1)"
36735,hold,horse,hold.v.02,horse.n.01,close_up.v.03,cob.n.02,3,1,"(3, 1)"
37020,ride,train,ride.v.01,train.n.01,tube.v.03,covered_wagon.n.01,3,1,"(3, 1)"
16611,sit_on,couch,sit.v.01,sofa.n.01,piggyback.v.01,murphy_bed.n.01,3,1,"(3, 1)"
18653,milk,cow,milk.v.01,cow.n.01,take_in.v.14,heifer.n.01,3,1,"(3, 1)"
31640,stand_on,skis,stand.v.01,ski.n.01,hunch.v.01,stringer.n.03,3,1,"(3, 1)"
27181,make,cake,make.v.15,cake.n.03,build_in.v.01,apricot_bar.n.01,3,1,"(3, 1)"
17563,race,horse,race.v.04,horse.n.01,train.v.08,clydesdale.n.01,3,1,"(3, 1)"
8152,repair,boat,repair.v.01,boat.n.01,screw.v.04,torpedo-boat_destroyer.n.01,3,1,"(3, 1)"
29493,toast,wine_glass,toast.v.02,wineglass.n.01,partake.v.02,cannikin.n.02,3,1,"(3, 1)"
20802,repair,bicycle,repair.v.01,bicycle.n.01,decontaminate.v.01,trail_bike.n.01,3,1,"(3, 1)"
33591,slide,pizza,slide.v.03,pizza.n.01,pass_on.v.04,schnitzel.n.01,3,1,"(3, 1)"
14161,dry,cat,dry.v.01,cat.n.01,soap.v.01,caracal.n.01,3,1,"(3, 1)"
9809,straddle,bicycle,straddle.v.01,bicycle.n.01,unseat.v.02,golfcart.n.01,3,1,"(3, 1)"
6157,make,pizza,make.v.15,pizza.n.01,smock.v.01,manhattan_clam_chowder.n.01,3,1,"(3, 1)"
8358,hold,frisbee,hold.v.02,frisbee.n.01,rake.v.05,hula-hoop.n.01,3,1,"(3, 1)"
22821,make,donut,make.v.15,doughnut.n.02,homogenize.v.01,savarin.n.01,3,1,"(3, 1)"
36190,sit_on,boat,sit.v.01,boat.n.01,seat.v.05,sharpie.n.04,3,1,"(3, 1)"
3332,sit_on,motorcycle,sit.v.01,motorcycle.n.01,reseat.v.03,convertible.n.01,3,1,"(3, 1)"
36693,walk,dog,walk.v.09,dog.n.01,pass.v.22,mastiff.n.01,3,1,"(3, 1)"
4670,wash,toothbrush,wash.v.03,toothbrush.n.01,flood.v.02,sable.n.01,3,1,"(3, 1)"
36742,pet,horse,pet.v.01,horse.n.01,do_well_by.v.01,pony.n.05,3,1,"(3, 1)"
35480,watch,elephant,watch.v.01,elephant.n.01,stand_back.v.02,dinocerate.n.01,3,1,"(3, 1)"
30975,cut,sandwich,cut.v.01,sandwich.n.01,destruct.v.01,sloppy_joe.n.01,3,1,"(3, 1)"
1092,pour,cup,decant.v.01,cup.n.01,blend.v.01,demitasse.n.02,3,1,"(3, 1)"
4447,carry,surfboard,transport.v.02,surfboard.n.01,drive.v.03,baffle.n.01,3,1,"(3, 1)"
5449,hug,sheep,embrace.v.02,sheep.n.01,caress.v.01,sassaby.n.01,3,1,"(3, 1)"
34276,repair,skis,repair.v.01,ski.n.01,pitch.v.08,blade.n.07,3,1,"(3, 1)"
28428,hop_on,motorcycle,hop_on.v.01,motorcycle.n.01,saddle.v.01,racer.n.02,3,1,"(3, 1)"
8313,open,book,open.v.01,book.n.01,pod.v.01,course_catalog.n.01,3,1,"(3, 1)"
21057,sit_on,train,sit.v.01,train.n.01,seat.v.05,car_train.n.01,3,1,"(3, 1)"
16750,pick_up,sports_ball,pick_up.v.02,ball.n.01,drop.v.01,eight_ball.n.01,3,1,"(3, 1)"
14806,hold,pizza,hold.v.02,pizza.n.01,take_out.v.06,veal_cordon_bleu.n.01,3,1,"(3, 1)"
19468,park,motorcycle,park.v.02,motorcycle.n.01,brake.v.02,electric_locomotive.n.01,3,1,"(3, 1)"
3098,wash,spoon,wash.v.03,spoon.n.01,handwash.v.01,stoup.n.02,3,1,"(3, 1)"
33881,wash,surfboard,wash.v.03,surfboard.n.01,elute.v.01,snowboard.n.01,3,1,"(3, 1)"
33898,hold,motorcycle,hold.v.02,motorcycle.n.01,resist.v.04,swamp_buggy.n.01,3,1,"(3, 1)"
36675,run,dog,run.v.26,dog.n.01,hound.v.01,german_shepherd.n.01,3,2,"(3, 2)"
3754,sit_on,truck,sit.v.01,truck.n.01,rest.v.01,jeep.n.01,3,2,"(3, 2)"
37447,block,frisbee,obstruct.v.02,frisbee.n.01,veil.v.01,planchet.n.01,3,2,"(3, 2)"
4920,sit_on,skateboard,sit.v.01,skateboard.n.01,sit_up.v.02,board.n.03,3,2,"(3, 2)"
36674,wash,dog,wash.v.03,dog.n.01,dry_clean.v.01,griffon.n.03,3,2,"(3, 2)"
33874,walk,bicycle,walk.v.09,bicycle.n.01,march.v.06,push-bike.n.01,3,2,"(3, 2)"
30129,lie_on,chair,lie.v.02,chair.n.01,pillow.v.01,fauteuil.n.01,3,2,"(3, 2)"
26225,hug,cow,embrace.v.02,cow.n.01,dandle.v.02,ayrshire.n.01,3,2,"(3, 2)"
15296,hold,knife,hold.v.02,knife.n.01,latch_on.v.01,shears.n.01,3,2,"(3, 2)"
7717,wash,knife,wash.v.03,knife.n.01,towel.v.01,razor.n.01,3,2,"(3, 2)"
31095,hold,surfboard,hold.v.02,surfboard.n.01,collar.v.02,aquaplane.n.01,3,2,"(3, 2)"
23317,pick_up,skateboard,pick_up.v.02,skateboard.n.01,pluck.v.01,self-propelled_vehicle.n.01,3,2,"(3, 2)"
29819,jump,surfboard,jump.v.01,surfboard.n.01,dive.v.02,wake_board.n.01,3,2,"(3, 2)"
35613,dribble,sports_ball,dribble.v.03,ball.n.01,porter.v.01,roulette_ball.n.01,3,2,"(3, 2)"
14456,kiss,cat,snog.v.01,cat.n.01,neck.v.01,jungle_cat.n.01,3,2,"(3, 2)"
28641,sit_on,skateboard,sit.v.01,skateboard.n.01,sit_tight.v.01,wake_board.n.01,3,2,"(3, 2)"
25541,smell,pizza,smell.v.01,pizza.n.01,take_a_hit.v.01,nacho.n.01,3,2,"(3, 2)"
1132,wash,bus,wash.v.03,bus.n.01,bleach.v.02,rolling_stock.n.01,3,2,"(3, 2)"
29737,clean,dining_table,clean.v.01,dining_table.n.01,lave.v.01,table.n.02,3,2,"(3, 2)"
9566,exit,bus,exit.v.01,bus.n.01,leave_behind.v.01,trolleybus.n.01,3,2,"(3, 2)"
12526,lie_on,couch,lie.v.02,sofa.n.01,recline.v.02,pew.n.01,3,2,"(3, 2)"
35509,greet,person,greet.v.01,person.n.01,bow.v.01,thrower.n.02,3,2,"(3, 2)"
17923,catch,sports_ball,catch.v.04,ball.n.01,restrain.v.04,football.n.02,3,2,"(3, 2)"
17348,straddle,motorcycle,straddle.v.01,motorcycle.n.01,ride.v.12,bicycle.n.01,3,2,"(3, 2)"
36598,pet,dog,pet.v.01,dog.n.01,handle_with_kid_gloves.v.01,smooth-haired_fox_terrier.n.01,3,2,"(3, 2)"
9205,kiss,giraffe,snog.v.01,giraffe.n.01,pet.v.02,okapi.n.01,3,2,"(3, 2)"
12721,stand_on,chair,stand.v.01,chair.n.01,bounce.v.05,chair_of_state.n.01,3,2,"(3, 2)"
35714,ride,horse,ride.v.01,horse.n.01,tube.v.03,warrigal.n.01,3,2,"(3, 2)"
1452,lie_on,bench,lie.v.02,bench.n.01,nestle.v.02,prie-dieu.n.01,3,2,"(3, 2)"
34932,fill,cup,fill.v.01,cup.n.01,catch.v.25,snifter.n.01,3,2,"(3, 2)"
33794,hold,book,hold.v.02,book.n.01,seize.v.02,booklet.n.01,3,2,"(3, 2)"
32849,hop_on,bicycle,hop_on.v.01,bicycle.n.01,entrain.v.01,boneshaker.n.01,3,2,"(3, 2)"
25077,stand_on,skateboard,stand.v.01,skateboard.n.01,stand.v.07,snowboard.n.01,3,2,"(3, 2)"
1176,wash,motorcycle,wash.v.03,motorcycle.n.01,wipe_up.v.01,trail_bike.n.01,3,2,"(3, 2)"
17875,ride,horse,ride.v.01,horse.n.01,prance.v.04,dun.n.01,3,2,"(3, 2)"
34403,cut,cake,cut.v.01,cake.n.03,pierce.v.01,cupcake.n.01,3,2,"(3, 2)"
12833,wash,car,wash.v.03,car.n.01,bleach.v.01,streetcar.n.01,3,2,"(3, 2)"
1379,turn,motorcycle,turn.v.04,motorcycle.n.01,churn.v.01,moped.n.01,3,2,"(3, 2)"
16582,carry,cake,transport.v.02,cake.n.03,pipe_in.v.01,teacake.n.02,3,2,"(3, 2)"
9468,walk,motorcycle,walk.v.09,motorcycle.n.01,walk.v.01,minibike.n.01,3,2,"(3, 2)"
7979,wash,truck,wash.v.03,truck.n.01,wash_up.v.03,garbage_truck.n.01,3,2,"(3, 2)"
11643,hop_on,bicycle,hop_on.v.01,bicycle.n.01,remount.v.01,ordinary.n.04,3,3,"(3, 3)"
33723,hold,snowboard,hold.v.02,snowboard.n.01,cling_to.v.01,skateboard.n.01,3,3,"(3, 3)"
17244,clean,bed,clean.v.01,bed.n.01,wipe_off.v.01,trundle_bed.n.01,3,3,"(3, 3)"
6494,sit_on,bed,sit.v.01,bed.n.01,lounge.v.01,sleigh_bed.n.01,3,3,"(3, 3)"
1445,carry,person,transport.v.02,person.n.01,lug.v.01,madagascan.n.01,3,3,"(3, 3)"
29901,ride,car,ride.v.01,car.n.01,canter.v.03,compact.n.03,3,3,"(3, 3)"
27885,push,motorcycle,push.v.01,motorcycle.n.01,thrust.v.02,trail_bike.n.01,3,3,"(3, 3)"
4793,wash,boat,wash.v.03,boat.n.01,soap.v.01,wherry.n.02,3,3,"(3, 3)"
18187,load,truck,load.v.01,truck.n.01,reload.v.02,van.n.05,3,3,"(3, 3)"
35490,jump,bicycle,jump.v.01,bicycle.n.01,vault.v.02,moped.n.01,3,3,"(3, 3)"
33722,repair,bicycle,repair.v.01,bicycle.n.01,overhaul.v.02,bicycle-built-for-two.n.01,3,3,"(3, 3)"
12203,direct,car,steer.v.01,car.n.01,crab.v.01,beach_wagon.n.01,3,3,"(3, 3)"
5821,hug,horse,embrace.v.02,horse.n.01,clinch.v.04,tennessee_walker.n.01,3,3,"(3, 3)"
36789,hop_on,horse,hop_on.v.01,horse.n.01,remount.v.01,cayuse.n.01,3,3,"(3, 3)"
37563,hold,kite,hold.v.02,kite.n.03,cradle.v.03,sport_kite.n.01,3,3,"(3, 3)"
33261,carry,person,transport.v.02,person.n.01,wheelbarrow.v.01,stipendiary.n.01,3,3,"(3, 3)"
1371,repair,truck,repair.v.01,truck.n.01,service.v.02,van.n.05,3,3,"(3, 3)"
30517,run,horse,run.v.26,horse.n.01,gallop.v.03,pole_horse.n.02,3,3,"(3, 3)"
7207,hold,skateboard,hold.v.02,skateboard.n.01,handle.v.04,snowboard.n.01,3,3,"(3, 3)"
13895,hold,umbrella,hold.v.02,umbrella.n.01,grasp.v.01,canopy.n.03,3,3,"(3, 3)"
35974,fly,airplane,fly.v.03,airplane.n.01,glide.v.02,seaplane.n.01,3,3,"(3, 3)"
15505,text_on,cell_phone,message.v.03,cellular_telephone.n.01,transmit.v.04,video_ipod.n.01,3,3,"(3, 3)"
4207,wash,motorcycle,wash.v.03,motorcycle.n.01,bathe.v.01,moped.n.01,3,3,"(3, 3)"
33065,sit_on,bus,sit.v.01,bus.n.01,lounge.v.01,minibus.n.01,3,3,"(3, 3)"
30462,grind,skateboard,slide.v.03,skateboard.n.01,slip.v.05,snowboard.n.01,3,3,"(3, 3)"
22663,wash,elephant,wash.v.03,elephant.n.01,pressure-wash.v.01,gomphothere.n.01,3,3,"(3, 3)"
27876,sit_on,bicycle,sit.v.01,bicycle.n.01,lounge.v.01,velocipede.n.01,3,3,"(3, 3)"
27809,read,book,read.v.01,book.n.01,decipher.v.02,workbook.n.01,3,3,"(3, 3)"
4440,herd,sheep,herd.v.03,sheep.n.01,wrangle.v.02,domestic_sheep.n.01,3,3,"(3, 3)"
13984,sail,boat,sail.v.01,boat.n.01,voyage.v.01,guard_boat.n.01,3,3,"(3, 3)"
5815,ride,airplane,ride.v.01,airplane.n.01,canter.v.03,floatplane.n.01,3,3,"(3, 3)"
26269,ride,giraffe,ride.v.01,giraffe.n.01,canter.v.03,okapi.n.01,3,3,"(3, 3)"
8063,ride,snowboard,ride.v.01,snowboard.n.01,ride_horseback.v.01,surfboard.n.01,3,3,"(3, 3)"
16428,hold,sports_ball,hold.v.02,ball.n.01,cradle.v.01,squash_ball.n.01,3,3,"(3, 3)"
33740,cut,pizza,cut.v.01,pizza.n.01,avulse.v.01,cheese_pizza.n.01,3,3,"(3, 3)"
25980,direct,truck,steer.v.01,truck.n.01,navigate.v.02,sound_truck.n.01,3,3,"(3, 3)"
35439,load,train,load.v.01,train.n.01,charge.v.08,hospital_train.n.01,3,3,"(3, 3)"
15284,cut_with,knife,cut.v.01,knife.n.01,scythe.v.01,parang.n.01,3,3,"(3, 3)"
26686,pet,cow,pet.v.01,cow.n.01,canoodle.v.01,durham.n.02,3,3,"(3, 3)"
34231,hug,horse,embrace.v.02,horse.n.01,close.v.11,jack.n.12,3,3,"(3, 3)"
4662,pick_up,skateboard,pick_up.v.02,skateboard.n.01,handle.v.04,snowboard.n.01,3,3,"(3, 3)"
12219,lasso,cow,lasso.v.01,cow.n.01,lasso.v.01,hampshire.n.02,1,1,"(1, 1)"
31906,kiss,person,snog.v.01,person.n.01,snog.v.01,tailback.n.01,1,2,"(1, 2)"
31744,clean,dining_table,clean.v.01,dining_table.n.01,clean.v.01,refectory_table.n.01,1,3,"(1, 3)"
1551,hold,sandwich,hold.v.02,sandwich.n.01,hold.v.02,butty.n.01,1,4,"(1, 4)"
23837,ride,skateboard,ride.v.01,skateboard.n.01,exercise.v.03,skateboard.n.01,2,1,"(2, 1)"
28242,open,umbrella,open.v.01,umbrella.n.01,unscrew.v.02,umbrella.n.01,2,2,"(2, 2)"
17587,jump,boat,jump.v.01,boat.n.01,hop.v.05,boat.n.01,2,3,"(2, 3)"
30739,carry,bicycle,transport.v.02,bicycle.n.01,muck.v.01,applecart.n.02,3,1,"(3, 1)"
8295,drive,car,drive.v.01,car.n.01,take.v.09,personnel_carrier.n.01,3,2,"(3, 2)"
28548,ride,skateboard,ride.v.01,skateboard.n.01,ride_horseback.v.01,snowboard.n.01,3,3,"(3, 3)"
15015,hold,backpack,hold.v.02,backpack.n.01,hold.v.02,waterskin.n.01,1,1,"(1, 1)"
23759,kiss,elephant,snog.v.01,elephant.n.01,snog.v.01,rhinoceros.n.01,1,2,"(1, 2)"
6808,carry,keyboard,transport.v.02,keyboard.n.01,transport.v.02,typewriter_keyboard.n.01,1,3,"(1, 3)"
8075,carry,sheep,transport.v.02,sheep.n.01,transport.v.02,domestic_sheep.n.01,1,4,"(1, 4)"
27700,wash,cup,wash.v.03,cup.n.01,handle.v.04,cup.n.01,2,1,"(2, 1)"
33404,stand_on,chair,stand.v.01,chair.n.01,line_up.v.03,chair.n.01,2,2,"(2, 2)"
17852,jump,skateboard,jump.v.01,skateboard.n.01,hop.v.01,skateboard.n.01,2,3,"(2, 3)"
36223,lick,bottle,lick.v.02,bottle.n.01,tongue.v.02,beer_mug.n.01,3,1,"(3, 1)"
16160,jump,car,jump.v.01,car.n.01,bounce.v.05,minivan.n.01,3,2,"(3, 2)"
32631,hold,cell_phone,hold.v.02,cellular_telephone.n.01,clasp.v.01,video_ipod.n.01,3,3,"(3, 3)"
13708,hold,book,hold.v.02,book.n.01,hold.v.02,compilation.n.01,1,1,"(1, 1)"
20770,feed,giraffe,feed.v.01,giraffe.n.01,feed.v.01,greater_kudu.n.01,1,2,"(1, 2)"
1624,carry,skateboard,transport.v.02,skateboard.n.01,transport.v.02,snowboard.n.01,1,3,"(1, 3)"
36020,wash,airplane,wash.v.03,airplane.n.01,wash.v.03,bogy.n.01,1,4,"(1, 4)"
24330,train,horse,coach.v.01,horse.n.01,strengthen.v.01,horse.n.01,2,1,"(2, 1)"
19936,watch,giraffe,watch.v.01,giraffe.n.01,glass.v.02,giraffe.n.01,2,2,"(2, 2)"
20929,make,cake,make.v.15,cake.n.03,construct.v.01,cake.n.03,2,3,"(2, 3)"
3844,hold,donut,hold.v.02,doughnut.n.02,wheelbarrow.v.01,applesauce_cake.n.01,3,1,"(3, 1)"
13429,smell,banana,smell.v.01,banana.n.02,take_a_hit.v.01,hog_plum.n.04,3,2,"(3, 2)"
4726,hold,wine_glass,hold.v.02,wineglass.n.01,clench.v.01,kylix.n.01,3,3,"(3, 3)"
7118,cook,pizza,cook.v.01,pizza.n.01,cook.v.01,arroz_con_pollo.n.01,1,1,"(1, 1)"
21868,push,bicycle,push.v.01,bicycle.n.01,push.v.01,jinrikisha.n.01,1,2,"(1, 2)"
3687,tag,person,tag.v.02,person.n.01,tag.v.02,intruder.n.01,1,3,"(1, 3)"
3218,open,umbrella,open.v.01,umbrella.n.01,open.v.01,gamp.n.01,1,4,"(1, 4)"
19438,straddle,motorcycle,straddle.v.01,motorcycle.n.01,motorbike.v.01,motorcycle.n.01,2,1,"(2, 1)"
26099,lick,knife,lick.v.02,knife.n.01,suck.v.01,knife.n.01,2,2,"(2, 2)"
30422,pour,bottle,decant.v.01,bottle.n.01,effuse.v.01,bottle.n.01,2,3,"(2, 3)"
8963,walk,bicycle,walk.v.09,bicycle.n.01,displace.v.01,car.n.01,3,1,"(3, 1)"
28661,load,surfboard,load.v.01,surfboard.n.01,fuel.v.02,ironing_board.n.01,3,2,"(3, 2)"
37582,type_on,laptop,type.v.01,laptop.n.01,touch-type.v.01,personal_computer.n.01,3,3,"(3, 3)"
30962,stand_under,umbrella,stand.v.01,umbrella.n.01,stand.v.01,testudo.n.01,1,1,"(1, 1)"
25697,cook,sandwich,cook.v.01,sandwich.n.01,cook.v.01,tostada.n.01,1,2,"(1, 2)"
9678,stand_on,skateboard,stand.v.01,skateboard.n.01,stand.v.01,snowboard.n.01,1,3,"(1, 3)"
32809,drive,bus,drive.v.01,bus.n.01,drive.v.01,deadhead.n.02,1,4,"(1, 4)"
24913,pick_up,pizza,pick_up.v.02,pizza.n.01,pluck.v.04,pizza.n.01,2,1,"(2, 1)"
15992,open,bottle,open.v.01,bottle.n.01,extend.v.13,bottle.n.01,2,2,"(2, 2)"
34729,hit,sports_ball,hit.v.01,ball.n.01,drive.v.09,ball.n.01,2,3,"(2, 3)"
3062,sail,boat,sail.v.01,boat.n.01,guide.v.05,ark.n.02,3,1,"(3, 1)"
5899,stand_under,umbrella,stand.v.01,umbrella.n.01,line_up.v.03,gamp.n.01,3,2,"(3, 2)"
37288,eat,cake,eat.v.01,cake.n.03,partake.v.03,shortcake.n.01,3,3,"(3, 3)"
4136,pet,elephant,pet.v.01,elephant.n.01,pet.v.01,aquatic_mammal.n.01,1,1,"(1, 1)"
13851,stand_on,boat,stand.v.01,boat.n.01,stand.v.01,cargo_liner.n.01,1,2,"(1, 2)"
20156,walk,elephant,walk.v.09,elephant.n.01,walk.v.09,imperial_mammoth.n.01,1,3,"(1, 3)"
14902,read,laptop,read.v.01,laptop.n.01,read.v.01,notebook.n.02,1,4,"(1, 4)"
32249,carry,skateboard,transport.v.02,skateboard.n.01,give.v.14,skateboard.n.01,2,1,"(2, 1)"
3240,launch,kite,launch.v.02,kite.n.03,drive.v.03,kite.n.03,2,2,"(2, 2)"
14844,carry,couch,transport.v.02,sofa.n.01,cart_off.v.01,sofa.n.01,2,3,"(2, 3)"
8575,straddle,bicycle,straddle.v.01,bicycle.n.01,take.v.35,push-bike.n.01,3,1,"(3, 1)"
30028,straddle,motorcycle,straddle.v.01,motorcycle.n.01,ride_horseback.v.01,minibike.n.01,3,2,"(3, 2)"
